Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3
85.43,578.0365028,-523.1921888,1003.323781,17.62740716,20.99386522,-44.76223987,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42825711,-5.69163057,90,0,-0.338854381,0.10148443,0.08272355,1.42E-37,-6.70E-38,-5.81E-49
85.44,578.2127586,-522.9822528,1002.876163,17.62400147,20.99488297,-44.76123002,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.428259,-5.691627786,90,0,-0.338771145,0.10136436,0.081494778,1.46E-37,-6.92E-38,-6.00E-49
85.45,578.3889804,-522.7723067,1002.428555,17.62059547,20.9958997,-44.76022034,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4282609,-5.691625002,90,0,-0.338687957,0.10124439,0.080266904,1.51E-37,-7.13E-38,-6.18E-49
85.46,578.5651682,-522.5623503,1001.980958,17.61718916,20.99691541,-44.75921084,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42826279,-5.691622218,90,0,-0.338605015,0.101124553,0.079041999,1.55E-37,-7.32E-38,-6.34E-49
85.47,578.7413218,-522.3523839,1001.53337,17.61378254,20.99793011,-44.75820149,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42826468,-5.691619434,90,0,-0.338522513,0.101004878,0.077822133,1.58E-37,-7.49E-38,-6.49E-49
85.48,578.9174414,-522.1424072,1001.085792,17.6103756,20.9989438,-44.75719229,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42826657,-5.69161665,90,0,-0.338440647,0.100885397,0.076609379,1.62E-37,-7.65E-38,-6.63E-49
85.49,579.0935269,-521.9324204,1000.638225,17.60696835,20.99995647,-44.75618322,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42826847,-5.691613866,90,0,-0.338359614,0.100766141,0.075405808,1.65E-37,-7.79E-38,-6.76E-49
85.5,579.2695783,-521.7224235,1000.190668,17.60356078,21.00096812,-44.75517429,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42827036,-5.691611082,90,0,-0.338279608,0.100647142,0.07421349,1.67E-37,-7.92E-38,-6.87E-49
85.51,579.4455957,-521.5124165,999.7431209,17.6001529,21.00197876,-44.75416546,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42827225,-5.691608298,90,0,-0.338200826,0.10052843,0.073034498,1.70E-37,-8.03E-38,-6.96E-49
85.52,579.6215789,-521.3023993,999.295584,17.59674469,21.00298839,-44.75315675,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42827414,-5.691605515,90,0,-0.338123464,0.100410036,0.071870903,1.72E-37,-8.13E-38,-7.05E-49
85.53,579.797528,-521.092372,998.8480572,17.59333618,21.00399701,-44.75214814,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42827603,-5.691602731,90,0,-0.338047716,0.100291992,0.070724776,1.74E-37,-8.22E-38,-7.12E-49
85.54,579.973443,-520.8823346,998.4005406,17.58992734,21.00500462,-44.75113961,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42827793,-5.691599947,90,0,-0.337973779,0.100174329,0.069598189,1.75E-37,-8.29E-38,-7.18E-49
85.55,580.149324,-520.6722871,997.9530342,17.58651818,21.00601121,-44.75013116,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42827982,-5.691597163,90,0,-0.337901849,0.100057078,0.068493212,1.76E-37,-8.34E-38,-7.23E-49
85.56,580.3251708,-520.4622295,997.5055379,17.58310871,21.0070168,-44.74912278,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42828171,-5.691594379,90,0,-0.337832121,0.09994027,0.067411917,1.77E-37,-8.39E-38,-7.27E-49
85.57,580.5009835,-520.2521618,997.0580517,17.57969891,21.00802137,-44.74811446,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4282836,-5.691591595,90,0,-0.337764791,0.099823936,0.066356376,1.78E-37,-8.42E-38,-7.30E-49
85.58,580.676762,-520.042084,996.6105757,17.57628879,21.00902494,-44.74710619,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42828549,-5.691588811,90,0,-0.337700054,0.099708108,0.06532866,1.78E-37,-8.44E-38,-7.32E-49
85.59,580.8525065,-519.8319961,996.1631098,17.57287835,21.0100275,-44.74609796,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42828739,-5.691586027,90,0,-0.337638107,0.099592816,0.06433084,1.79E-37,-8.45E-38,-7.32E-49
85.6,581.0282168,-519.6218982,995.7156541,17.56946759,21.01102906,-44.74508976,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42828928,-5.691583243,90,0,-0.337579146,0.099478091,0.063364988,1.78E-37,-8.44E-38,-7.32E-49
85.61,581.203893,-519.4117902,995.2682085,17.56605651,21.01202961,-44.74408157,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42829117,-5.691580459,90,0,-0.337523365,0.099363965,0.062433175,1.78E-37,-8.42E-38,-7.30E-49
85.62,581.379535,-519.2016721,994.8207731,17.5626451,21.01302915,-44.7430734,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42829306,-5.691577675,90,0,-0.337470961,0.099250469,0.061537472,1.77E-37,-8.39E-38,-7.28E-49
85.63,581.555143,-518.991544,994.3733478,17.55923336,21.01402769,-44.74206523,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42829496,-5.691574891,90,0,-0.337422129,0.099137634,0.060679951,1.77E-37,-8.36E-38,-7.24E-49
85.64,581.7307167,-518.7814059,993.9259327,17.55582131,21.01502522,-44.74105704,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42829685,-5.691572107,90,0,-0.337377065,0.099025492,0.059862683,1.76E-37,-8.31E-38,-7.20E-49
85.65,581.9062563,-518.5712576,993.4785277,17.55240892,21.01602175,-44.74004884,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42829874,-5.691569323,90,0,-0.337335965,0.098914072,0.05908774,1.74E-37,-8.25E-38,-7.15E-49
85.66,582.0817618,-518.3610994,993.0311328,17.54899621,21.01701728,-44.73904061,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42830063,-5.691566539,90,0,-0.337299024,0.098803407,0.058357192,1.73E-37,-8.17E-38,-7.09E-49
85.67,582.2572331,-518.1509311,992.5837481,17.54558317,21.0180118,-44.73803234,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42830252,-5.691563755,90,0,-0.337266439,0.098693527,0.057673111,1.71E-37,-8.09E-38,-7.02E-49
85.68,582.4326702,-517.9407529,992.1363735,17.54216981,21.01900532,-44.73702402,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42830442,-5.691560971,90,0,-0.337238405,0.098584464,0.057037569,1.69E-37,-8.01E-38,-6.94E-49
85.69,582.6080732,-517.7305646,991.6890091,17.53875611,21.01999785,-44.73601564,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42830631,-5.691558187,90,0,-0.337215118,0.098476248,0.056452636,1.67E-37,-7.91E-38,-6.85E-49
85.7,582.783442,-517.5203662,991.2416547,17.53534209,21.02098937,-44.7350072,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283082,-5.691555403,90,0,-0.337196773,0.098368912,0.055920385,1.65E-37,-7.80E-38,-6.76E-49
85.71,582.9587767,-517.3101579,990.7943106,17.53192773,21.02197989,-44.73399867,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42831009,-5.691552619,90,0,-0.337183566,0.098262485,0.055442887,1.62E-37,-7.68E-38,-6.66E-49
85.72,583.1340771,-517.0999396,990.3469766,17.52851305,21.02296942,-44.73299006,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42831199,-5.691549835,90,0,-0.337175693,0.098157,0.055022212,1.60E-37,-7.56E-38,-6.55E-49
85.73,583.3093434,-516.8897113,989.8996527,17.52509803,21.02395794,-44.73198135,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42831388,-5.691547051,90,0,-0.33717335,0.098052487,0.054660433,1.57E-37,-7.43E-38,-6.44E-49
85.74,583.4845755,-516.679473,989.4523389,17.52168268,21.02494547,-44.73097253,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42831577,-5.691544267,90,0,-0.337176732,0.097948977,0.05435962,1.54E-37,-7.29E-38,-6.32E-49
85.75,583.6597734,-516.4692248,989.0050353,17.518267,21.025932,-44.7299636,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42831766,-5.691541483,90,0,-0.337186035,0.097846502,0.054121845,1.51E-37,-7.14E-38,-6.19E-49
85.76,583.8349371,-516.2589666,988.5577418,17.51485099,21.02691754,-44.72895454,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42831955,-5.691538699,90,0,-0.337201456,0.097745092,0.05394918,1.48E-37,-6.99E-38,-6.06E-49
85.77,584.0100666,-516.0486984,988.1104585,17.51143464,21.02790208,-44.72794534,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42832145,-5.691535916,90,0,-0.337223188,0.09764478,0.053843695,1.44E-37,-6.83E-38,-5.92E-49
85.78,584.1851619,-515.8384203,987.6631853,17.50801795,21.02888563,-44.726936,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42832334,-5.691533132,90,0,-0.33725143,0.097545595,0.053807462,1.41E-37,-6.66E-38,-5.78E-49
85.79,584.360223,-515.6281322,987.2159222,17.50460093,21.02986818,-44.7259265,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42832523,-5.691530348,90,0,-0.337286375,0.097447569,0.053842553,1.37E-37,-6.49E-38,-5.63E-49
85.8,584.5352499,-515.4178341,986.7686692,17.50118358,21.03084974,-44.72491683,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42832712,-5.691527564,90,0,-0.33732822,0.097350734,0.053951039,1.34E-37,-6.32E-38,-5.47E-49
85.81,584.7102425,-515.2075262,986.3214264,17.49776588,21.0318303,-44.72390699,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42832901,-5.69152478,90,0,-0.33737716,0.09725512,0.05413499,1.30E-37,-6.13E-38,-5.32E-49
85.82,584.885201,-514.9972083,985.8741937,17.49434785,21.03280988,-44.72289696,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42833091,-5.691521996,90,0,-0.337433392,0.097160758,0.05439648,1.26E-37,-5.94E-38,-5.15E-49
85.83,585.0601252,-514.7868804,985.4269712,17.49092949,21.03378846,-44.72188674,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283328,-5.691519212,90,0,-0.33749711,0.09706768,0.054737578,1.22E-37,-5.75E-38,-4.99E-49
85.84,585.2350152,-514.5765427,984.9797588,17.48751078,21.03476605,-44.72087631,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42833469,-5.691516428,90,0,-0.337568512,0.096975916,0.055160356,1.17E-37,-5.55E-38,-4.82E-49
85.85,585.409871,-514.366195,984.5325565,17.48409173,21.03574266,-44.71986566,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42833658,-5.691513644,90,0,-0.337647791,0.096885499,0.055666886,1.13E-37,-5.35E-38,-4.64E-49
85.86,585.5846925,-514.1558375,984.0853643,17.48067234,21.03671827,-44.7188548,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42833848,-5.69151086,90,0,-0.337735145,0.096796458,0.056259239,1.09E-37,-5.15E-38,-4.46E-49
85.87,585.7594798,-513.94547,983.6381823,17.47725261,21.0376929,-44.71784369,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42834037,-5.691508076,90,0,-0.337830769,0.096708826,0.056939486,1.04E-37,-4.94E-38,-4.28E-49
85.88,585.9342328,-513.7350927,983.1910104,17.47383254,21.03866654,-44.71683235,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42834226,-5.691505292,90,0,-0.337934859,0.096622633,0.057709699,1.00E-37,-4.73E-38,-4.10E-49
85.89,586.1089516,-513.5247055,982.7438486,17.47041213,21.03963919,-44.71582074,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42834415,-5.691502508,90,0,-0.338047609,0.09653791,0.058571948,9.55E-38,-4.52E-38,-3.91E-49
85.9,586.2836362,-513.3143084,982.296697,17.46699137,21.04061085,-44.71480888,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42834604,-5.691499724,90,0,-0.338169217,0.096454688,0.059528306,9.09E-38,-4.30E-38,-3.73E-49
85.91,586.4582864,-513.1039014,981.8495555,17.46357027,21.04158153,-44.71379674,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42834794,-5.69149694,90,0,-0.338299878,0.096373,0.060580844,8.63E-38,-4.08E-38,-3.54E-49
85.92,586.6329025,-512.8934845,981.4024241,17.46014883,21.04255123,-44.71278432,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42834983,-5.691494156,90,0,-0.338439787,0.096292875,0.061731633,8.16E-38,-3.86E-38,-3.35E-49
85.93,586.8074842,-512.6830578,980.9553028,17.45672704,21.04351993,-44.7117716,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42835172,-5.691491372,90,0,-0.33858914,0.096214345,0.062982744,7.69E-38,-3.64E-38,-3.15E-49
85.94,586.9820317,-512.4726213,980.5081917,17.4533049,21.04448766,-44.71075858,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42835361,-5.691488588,90,0,-0.338748134,0.096137441,0.06433625,7.22E-38,-3.41E-38,-2.96E-49
85.95,587.1565449,-512.2621749,980.0610906,17.44988242,21.0454544,-44.70974525,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283555,-5.691485804,90,0,-0.338916963,0.096062194,0.06579422,6.74E-38,-3.19E-38,-2.76E-49
85.96,587.3310239,-512.0517187,979.6139997,17.44645959,21.04642017,-44.7087316,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283574,-5.69148302,90,0,-0.339095824,0.095988635,0.067358727,6.27E-38,-2.96E-38,-2.57E-49
85.97,587.5054685,-511.8412526,979.166919,17.44303641,21.04738495,-44.70771761,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42835929,-5.691480236,90,0,-0.339284912,0.095916796,0.069031841,5.79E-38,-2.74E-38,-2.37E-49
85.98,587.6798789,-511.6307767,978.7198483,17.43961289,21.04834874,-44.70670328,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42836118,-5.691477452,90,0,-0.339484422,0.095846707,0.070815635,5.32E-38,-2.51E-38,-2.18E-49
85.99,587.854255,-511.420291,978.2727878,17.43618901,21.04931156,-44.7056886,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42836307,-5.691474668,90,0,-0.339694552,0.0957784,0.07271218,4.84E-38,-2.29E-38,-1.98E-49
86,588.0285967,-511.2097954,977.8257374,17.43276479,21.0502734,-44.70467356,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42836497,-5.691471884,90,0,-0.339915496,0.095711906,0.074723546,4.37E-38,-2.06E-38,-1.79E-49
86.01,588.2029042,-510.9992901,977.3786971,17.42934021,21.05123426,-44.70365815,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42836686,-5.6914691,90,0,-0.34014745,0.095647256,0.076851806,3.89E-38,-1.84E-38,-1.60E-49
86.02,588.3771774,-510.788775,976.9316669,17.42591528,21.05219414,-44.70264236,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42836875,-5.691466316,90,0,-0.340390609,0.095584481,0.07909903,3.42E-38,-1.62E-38,-1.40E-49
86.03,588.5514163,-510.57825,976.4846469,17.42249,21.05315305,-44.70162617,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42837064,-5.691463533,90,0,-0.340645171,0.095523612,0.08146729,2.96E-38,-1.40E-38,-1.21E-49
86.04,588.7256209,-510.3677153,976.037637,17.41906437,21.05411098,-44.70060958,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42837253,-5.691460749,90,0,-0.340911329,0.09546468,0.083958658,2.50E-38,-1.18E-38,-1.02E-49
86.05,588.8997911,-510.1571708,975.5906372,17.41563838,21.05506793,-44.69959259,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42837443,-5.691457965,90,0,-0.341189281,0.095407717,0.086575204,2.04E-38,-9.64E-39,-8.36E-50
86.06,589.073927,-509.9466165,975.1436475,17.41221204,21.05602391,-44.69857517,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42837632,-5.691455181,90,0,-0.341479222,0.095352754,0.089319001,1.59E-38,-7.50E-39,-6.50E-50
86.07,589.2480286,-509.7360525,974.6966679,17.40878535,21.05697891,-44.69755732,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42837821,-5.691452397,90,0,-0.341781347,0.095299821,0.092192119,1.14E-38,-5.39E-39,-4.67E-50
86.08,589.4220959,-509.5254787,974.2496984,17.40535829,21.05793294,-44.69653904,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283801,-5.691449613,90,0,-0.342095852,0.09524895,0.09519663,7.01E-39,-3.31E-39,-2.87E-50
86.09,589.5961289,-509.3148952,973.8027391,17.40193089,21.05888599,-44.6955203,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42838199,-5.691446829,90,0,-0.342422933,0.095200172,0.098334604,2.69E-39,-1.27E-39,-1.10E-50
86.1,589.7701275,-509.1043018,973.3557899,17.39850312,21.05983807,-44.69450111,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42838389,-5.691444071,90,0,-0.342762782,0.095153518,0.101608073,-1.56E-39,7.36E-40,6.38E-51
86.11,589.9440917,-508.8936988,972.9088507,17.395075,21.06078918,-44.69348145,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42838579,-5.691441359,90,0,-0.343115405,0.095108988,0.105017103,-5.71E-39,2.70E-39,2.34E-50
86.12,590.1180217,-508.683086,972.4619217,17.39164652,21.06173932,-44.69246135,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283877,-5.691438646,90,0,-0.343480548,0.095066542,0.108558998,-9.79E-39,4.63E-39,4.01E-50
86.13,590.2919173,-508.4724635,972.0150028,17.3882177,21.06268849,-44.69144081,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283896,-5.691435934,90,0,-0.343857935,0.095026135,0.112230851,-1.38E-38,6.52E-39,5.65E-50
86.14,590.4657785,-508.2618314,971.5680941,17.38478851,21.06363669,-44.69041985,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.4283915,-5.691433222,90,0,-0.344247293,0.094987725,0.116029757,-1.77E-38,8.37E-39,7.25E-50
86.15,590.6396054,-508.0511895,971.1211954,17.38135898,21.06458392,-44.68939849,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42839341,-5.691430509,90,0,-0.344648347,0.094951267,0.119952811,-2.15E-38,1.02E-38,8.82E-50
86.16,590.813398,-507.8405379,970.6743068,17.3779291,21.06553019,-44.68837673,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42839531,-5.691427797,90,0,-0.345060822,0.094916718,0.123997108,-2.53E-38,1.19E-38,1.04E-49
86.17,590.9871562,-507.6298767,970.2274283,17.37449887,21.06647548,-44.68735459,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42839721,-5.691425085,90,0,-0.345484444,0.094884034,0.128159741,-2.89E-38,1.37E-38,1.19E-49
86.18,591.1608801,-507.4192058,969.7805599,17.3710683,21.06741981,-44.68633208,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42839912,-5.691422372,90,0,-0.345918939,0.09485317,0.132437806,-3.25E-38,1.54E-38,1.33E-49
86.19,591.3345697,-507.2085252,969.3337016,17.36763739,21.06836318,-44.68530922,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42840102,-5.69141966,90,0,-0.346364032,0.094824084,0.136828397,-3.60E-38,1.70E-38,1.48E-49
86.2,591.5082249,-506.997835,968.8868534,17.36420613,21.06930558,-44.68428602,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42840292,-5.691416948,90,0,-0.346819449,0.094796731,0.141328608,-3.95E-38,1.87E-38,1.62E-49
86.21,591.6818457,-506.7871352,968.4400153,17.36077453,21.07024701,-44.6832625,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42840483,-5.691414235,90,0,-0.347284914,0.094771067,0.145935535,-4.28E-38,2.02E-38,1.76E-49
86.22,591.8554323,-506.5764258,967.9931872,17.35734259,21.07118749,-44.68223865,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42840673,-5.691411523,90,0,-0.347760155,0.094747049,0.150646271,-4.61E-38,2.18E-38,1.89E-49
86.23,592.0289844,-506.3657068,967.5463693,17.35391032,21.072127,-44.68121451,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42840863,-5.69140881,90,0,-0.348244895,0.094724633,0.15545791,-4.93E-38,2.33E-38,2.02E-49
86.24,592.2025023,-506.1549781,967.0995614,17.35047771,21.07306555,-44.68019008,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42841054,-5.691406098,90,0,-0.348738862,0.094703775,0.160367549,-5.24E-38,2.48E-38,2.15E-49
86.25,592.3759858,-505.9442399,966.6527636,17.34704477,21.07400313,-44.67916538,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42841244,-5.691403386,90,0,-0.349241779,0.094684432,0.165372281,-5.55E-38,2.62E-38,2.27E-49
86.26,592.5494349,-505.7334922,966.2059758,17.34361149,21.07493976,-44.67814041,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42841434,-5.691400673,90,0,-0.349753374,0.094666558,0.1704692,-5.84E-38,2.76E-38,2.40E-49
86.27,592.7228497,-505.5227349,965.7591982,17.34017789,21.07587543,-44.6771152,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42841625,-5.691397961,90,0,-0.350273371,0.094650112,0.175655402,-6.13E-38,2.90E-38,2.51E-49
86.28,592.8962302,-505.311968,965.3124306,17.33674395,21.07681014,-44.67608976,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42841815,-5.691395249,90,0,-0.350801495,0.094635048,0.18092798,-6.42E-38,3.03E-38,2.63E-49
86.29,593.0695763,-505.1011916,964.865673,17.33330969,21.0777439,-44.67506409,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42842005,-5.691392536,90,0,-0.351337473,0.094621323,0.186284029,-6.69E-38,3.16E-38,2.74E-49
86.3,593.2428881,-504.8904057,964.4189255,17.32987511,21.07867669,-44.67403822,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42842195,-5.691389824,90,0,-0.35188103,0.094608894,0.191720645,-6.96E-38,3.29E-38,2.85E-49
86.31,593.4161655,-504.6796103,963.9721881,17.3264402,21.07960854,-44.67301215,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42842386,-5.691387112,90,0,-0.352431892,0.094597716,0.197234921,-7.22E-38,3.41E-38,2.96E-49
86.32,593.5894085,-504.4688053,963.5254608,17.32300496,21.08053942,-44.67198591,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42842576,-5.691384399,90,0,-0.352989783,0.094587745,0.202823951,-7.47E-38,3.53E-38,3.06E-49
86.33,593.7626173,-504.2579909,963.0787435,17.31956941,21.08146935,-44.67095949,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42842766,-5.691381687,90,0,-0.35355443,0.094578939,0.208484831,-7.72E-38,3.65E-38,3.17E-49
86.34,593.9357917,-504.047167,962.6320362,17.31613354,21.08239833,-44.66993293,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42842957,-5.691378974,90,0,-0.354125558,0.094571252,0.214214655,-7.96E-38,3.76E-38,3.26E-49
86.35,594.1089317,-503.8363337,962.185339,17.31269735,21.08332636,-44.66890622,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42843147,-5.691376262,90,0,-0.354702893,0.094564642,0.220010517,-8.19E-38,3.87E-38,3.36E-49
86.36,594.2820374,-503.6254909,961.7386518,17.30926085,21.08425343,-44.66787938,0.617552016,0.700526315,-0.357615366,-0.001436989,0.141120407,-0.071888068,-5.52E-14,55.42843337,-5.69137355,90,0,-0.355286159,0.094559064,0.225869513,-8.42E-38,3.98E-38,3.45E-49
